,ligandA,ligandB,D_mol_weight,D_rot_bonds,D_rings,D_heavy_atoms,D_atoms,D_charge,charge
cdk8_edge_21_41,21,41,31.030965780000145,0.0,0.0,2.0,7.0,0.0,no_charge
cdk8_edge_22_21,22,21,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
cdk8_edge_22_26,22,26,2.999665652000033,1.0,0.0,0.0,1.0,0.0,no_charge
cdk8_edge_22_32,22,32,37.03163447600008,0.0,1.0,3.0,6.0,0.0,no_charge
cdk8_edge_23_14,23,14,149.03778247600061,1.0,3.0,12.0,15.0,0.0,no_charge
cdk8_edge_23_34,23,34,26.980822027999977,0.0,0.0,1.0,0.0,0.0,no_charge
cdk8_edge_24_33,24,33,26.015650064000056,0.0,1.0,2.0,4.0,0.0,no_charge
cdk8_edge_24_42,24,42,30.01056468400003,1.0,1.0,2.0,4.0,0.0,no_charge
cdk8_edge_27_36,27,36,12.984015587999977,2.0,1.0,1.0,0.0,0.0,no_charge
cdk8_edge_28_25,28,25,7.935685491999891,2.0,1.0,1.0,5.0,0.0,no_charge
cdk8_edge_28_30,28,30,27.99491462000003,2.0,0.0,2.0,2.0,0.0,no_charge
cdk8_edge_28_39,28,39,27.99491462000003,1.0,0.0,2.0,2.0,0.0,no_charge
cdk8_edge_29_33,29,33,35.966985619999946,0.0,0.0,1.0,1.0,0.0,no_charge
cdk8_edge_30_33,30,33,30.01056468400003,0.0,0.0,2.0,4.0,0.0,no_charge
cdk8_edge_30_37,30,37,15.994914619999975,1.0,0.0,1.0,1.0,0.0,no_charge
cdk8_edge_31_25,31,25,20.05922912800014,0.0,1.0,3.0,7.0,0.0,no_charge
cdk8_edge_31_37,31,37,15.994914619999975,1.0,0.0,1.0,1.0,0.0,no_charge
cdk8_edge_32_23,32,23,49.03163447600008,0.0,1.0,4.0,7.0,0.0,no_charge
cdk8_edge_33_32,33,32,40.03130012800011,1.0,1.0,3.0,7.0,0.0,no_charge
cdk8_edge_33_34,33,34,35.981156375999944,1.0,0.0,2.0,0.0,0.0,no_charge
cdk8_edge_34_36,34,36,5.970591691999914,2.0,0.0,0.0,4.0,0.0,no_charge
cdk8_edge_35_18,35,18,68.02621474800009,1.0,1.0,5.0,9.0,0.0,no_charge
cdk8_edge_35_27,35,27,1.0316344760000788,3.0,1.0,0.0,3.0,0.0,no_charge
cdk8_edge_35_36,35,36,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
cdk8_edge_35_37,35,37,1.9792645559999187,1.0,0.0,0.0,2.0,0.0,no_charge
cdk8_edge_38_29,38,29,14.029820820000054,1.0,0.0,2.0,2.0,0.0,no_charge
cdk8_edge_39_32,39,32,70.04186481200014,0.0,1.0,5.0,11.0,0.0,no_charge
cdk8_edge_40_19,40,19,55.042199160000166,1.0,1.0,4.0,9.0,0.0,no_charge
cdk8_edge_40_33,40,33,29.02654909600011,1.0,0.0,2.0,5.0,0.0,no_charge
cdk8_edge_41_39,41,39,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,no_charge
cdk8_edge_41_40,41,40,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,no_charge
cdk8_edge_42_13,42,13,24.01123338000002,1.0,1.0,2.0,2.0,0.0,no_charge
cdk8_edge_43_38,43,38,26.015650064000056,1.0,0.0,2.0,4.0,0.0,no_charge
cdk8_edge_43_42,43,42,19.98624175599997,1.0,0.0,1.0,1.0,0.0,no_charge
cdk8_edge_43_45,43,45,19.98624175599997,2.0,0.0,1.0,1.0,0.0,no_charge
cdk8_edge_44_32,44,32,30.01056468400003,0.0,1.0,2.0,4.0,0.0,no_charge
cdk8_edge_44_36,44,36,40.03130012800011,2.0,0.0,3.0,7.0,0.0,no_charge
hif2a_edge_155_84,155,84,8.929393171999834,1.0,0.0,1.0,5.0,0.0,no_charge
hif2a_edge_156_164,156,164,17.006562599999995,0.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_156_165,156,165,17.006562599999995,0.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_156_167,156,167,51.95160583599994,0.0,0.0,2.0,0.0,0.0,no_charge
hif2a_edge_156_42,156,42,25.935955771999886,1.0,1.0,0.0,4.0,0.0,no_charge
hif2a_edge_15_25,15,25,8.029550540000002,0.0,0.0,2.0,2.0,0.0,no_charge
hif2a_edge_164_124,164,124,21.910964147999834,0.0,1.0,1.0,7.0,0.0,no_charge
hif2a_edge_164_163,164,163,0.9840155879999202,0.0,0.0,0.0,1.0,0.0,no_charge
hif2a_edge_164_25,164,25,28.935621423999862,0.0,0.0,0.0,3.0,0.0,no_charge
hif2a_edge_165_163,165,163,0.9840155879999202,0.0,0.0,0.0,1.0,0.0,no_charge
hif2a_edge_165_252,165,252,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,no_charge
hif2a_edge_165_336,165,336,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,no_charge
hif2a_edge_165_42,165,42,8.929393171999891,1.0,1.0,1.0,5.0,0.0,no_charge
hif2a_edge_167_155,167,155,33.96102764799997,0.0,0.0,1.0,0.0,0.0,no_charge
hif2a_edge_167_165,167,165,34.94504323599995,0.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_167_50,167,50,77.99172105999997,0.0,1.0,5.0,5.0,0.0,no_charge
hif2a_edge_1_15,1,15,27.015377695999916,0.0,0.0,3.0,1.0,0.0,no_charge
hif2a_edge_1_155,1,155,8.965778679999971,0.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_1_254,1,254,6.045120352000026,1.0,0.0,2.0,3.0,0.0,no_charge
hif2a_edge_1_256,1,256,14.975200492000056,0.0,0.0,0.0,1.0,0.0,no_charge
hif2a_edge_1_7a,1,7a,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
hif2a_edge_206_23,206,23,5.025406224000108,0.0,0.0,1.0,3.0,0.0,no_charge
hif2a_edge_206_256,206,256,20.025071876000084,1.0,0.0,2.0,5.0,0.0,no_charge
hif2a_edge_206_42,206,42,6.070272480000085,0.0,1.0,2.0,7.0,0.0,no_charge
hif2a_edge_206_57,206,57,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,no_charge
hif2a_edge_215_15,215,15,2.0201287279999747,0.0,0.0,1.0,0.0,0.0,no_charge
hif2a_edge_215_163,215,163,33.96102764799997,0.0,0.0,1.0,0.0,0.0,no_charge
hif2a_edge_215_252,215,252,32.96577867999997,0.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_224_231,224,231,32.982633596000085,1.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_227_15,227,15,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
hif2a_edge_227_167,227,167,2.020128727999918,0.0,0.0,1.0,0.0,0.0,no_charge
hif2a_edge_227_231,227,231,53.97173456399992,0.0,0.0,3.0,0.0,0.0,no_charge
hif2a_edge_234_227,234,227,20.01070691599989,0.0,0.0,2.0,0.0,0.0,no_charge
hif2a_edge_234_289,234,289,15.970449460000054,0.0,0.0,0.0,0.0,0.0,no_charge
hif2a_edge_235_1,235,1,28.010626663999915,0.0,0.0,3.0,0.0,0.0,no_charge
hif2a_edge_235_54,235,54,40.010626663999915,2.0,1.0,4.0,1.0,0.0,no_charge
hif2a_edge_237_227,237,227,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,no_charge
hif2a_edge_237_254,237,254,20.970257343999947,1.0,0.0,1.0,2.0,0.0,no_charge
hif2a_edge_237_290,237,290,17.006562599999995,0.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_237_31,237,31,70.98705027999995,0.0,1.0,4.0,4.0,0.0,no_charge
hif2a_edge_237_336,237,336,34.985907408,0.0,0.0,2.0,1.0,0.0,no_charge
hif2a_edge_237_41,237,41,19.07000011200006,1.0,1.0,4.0,5.0,0.0,no_charge
hif2a_edge_23_15,23,15,26.990912535999996,1.0,0.0,2.0,0.0,0.0,no_charge
hif2a_edge_251_15,251,15,27.974928123999916,1.0,0.0,2.0,1.0,0.0,no_charge
hif2a_edge_251_25,251,25,19.945377583999914,1.0,0.0,0.0,3.0,0.0,no_charge
hif2a_edge_252_124,252,124,19.931699591999916,0.0,1.0,1.0,5.0,0.0,no_charge
hif2a_edge_252_155,252,155,0.9952489679999417,0.0,0.0,0.0,1.0,0.0,no_charge
hif2a_edge_252_231,252,231,18.98582715599997,0.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_252_290,252,290,51.992470008,0.0,0.0,3.0,2.0,0.0,no_charge
hif2a_edge_252_336,252,336,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
hif2a_edge_254_251,254,251,7.004670780000026,0.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_254_50,254,50,59.041592444,1.0,1.0,5.0,7.0,0.0,no_charge
hif2a_edge_266_156,266,156,86.97321178399994,0.0,1.0,5.0,2.0,0.0,no_charge
hif2a_edge_266_165,266,165,69.96664918399995,0.0,1.0,4.0,1.0,0.0,no_charge
hif2a_edge_266_254,266,254,53.97173456399997,1.0,1.0,3.0,0.0,0.0,no_charge
hif2a_edge_266_84,266,84,60.05324042400014,1.0,1.0,5.0,7.0,0.0,no_charge
hif2a_edge_289_224,289,224,14.992055408000112,1.0,0.0,0.0,1.0,0.0,no_charge
hif2a_edge_289_35,289,35,7.945377583999971,1.0,1.0,1.0,4.0,0.0,no_charge
hif2a_edge_290_23,290,23,43.99747513600005,1.0,0.0,3.0,1.0,0.0,no_charge
hif2a_edge_290_256,290,256,58.997140788000024,0.0,0.0,4.0,3.0,0.0,no_charge
hif2a_edge_290_7a,290,7a,30.006290231999913,1.0,0.0,3.0,1.0,0.0,no_charge
hif2a_edge_290_84,290,84,44.058325804000106,1.0,0.0,4.0,6.0,0.0,no_charge
hif2a_edge_30_25,30,25,25.02154396800006,1.0,1.0,1.0,5.0,0.0,no_charge
hif2a_edge_30_251,30,251,5.076166384000146,2.0,1.0,1.0,8.0,0.0,no_charge
hif2a_edge_30_42,30,42,5.015315716000089,2.0,0.0,0.0,3.0,0.0,no_charge
hif2a_edge_30_84,30,84,5.999331304000009,0.0,1.0,0.0,2.0,0.0,no_charge
hif2a_edge_31_61,31,61,25.981094396000003,0.0,1.0,0.0,3.0,0.0,no_charge
hif2a_edge_31_7a,31,7a,57.98732264800003,1.0,1.0,2.0,6.0,0.0,no_charge
hif2a_edge_336_251,336,251,7.01097928400003,1.0,0.0,0.0,2.0,0.0,no_charge
hif2a_edge_338_163,338,163,18.98582715599997,0.0,0.0,1.0,1.0,0.0,no_charge
hif2a_edge_338_165,338,165,19.96984274399989,0.0,0.0,1.0,2.0,0.0,no_charge
hif2a_edge_338_215,338,215,14.975200491999999,0.0,0.0,0.0,1.0,0.0,no_charge
hif2a_edge_35_7a,35,7a,15.036051160000113,0.0,1.0,1.0,6.0,0.0,no_charge
hif2a_edge_35_84,35,84,0.9840155879999202,2.0,1.0,0.0,1.0,0.0,no_charge
hif2a_edge_41_7b,41,7b,6.070272480000142,0.0,1.0,2.0,7.0,0.0,no_charge
hif2a_edge_42_164,42,164,8.929393171999891,1.0,1.0,1.0,5.0,0.0,no_charge
hif2a_edge_43_155,43,155,10.045200604000058,1.0,1.0,2.0,4.0,0.0,no_charge
hif2a_edge_43_215,43,215,44.00622825199997,1.0,1.0,3.0,4.0,0.0,no_charge
hif2a_edge_43_235,43,235,47.021605947999944,1.0,1.0,4.0,3.0,0.0,no_charge
hif2a_edge_43_25,43,25,37.99680643999994,1.0,1.0,2.0,2.0,0.0,no_charge
hif2a_edge_43_54,43,54,7.01097928400003,1.0,0.0,0.0,2.0,0.0,no_charge
hif2a_edge_54_124,54,124,23.961169879999886,2.0,0.0,1.0,4.0,0.0,no_charge
hif2a_edge_54_251,54,251,11.040449572,1.0,1.0,2.0,3.0,0.0,no_charge
hif2a_edge_57_231,57,231,35.981156375999944,0.0,0.0,2.0,0.0,0.0,no_charge
hif2a_edge_61_251,61,251,17.031027759999972,1.0,0.0,2.0,2.0,0.0,no_charge
hif2a_edge_67_165,67,165,59.002956528000084,2.0,0.0,3.0,7.0,0.0,no_charge
hif2a_edge_67_256,67,256,53.977550303999976,2.0,0.0,2.0,4.0,0.0,no_charge
hif2a_edge_7a_224,7a,224,7.9893733359999715,0.0,0.0,0.0,3.0,0.0,no_charge
hif2a_edge_7a_23,7a,23,13.991184904000136,0.0,0.0,0.0,2.0,0.0,no_charge
hif2a_edge_7b_231,7b,231,40.972006932000056,1.0,0.0,1.0,2.0,0.0,no_charge
hif2a_edge_7b_42,7b,42,15.036051160000113,0.0,1.0,1.0,6.0,0.0,no_charge
hif2a_edge_84_15,84,15,27.051763204000054,1.0,0.0,3.0,5.0,0.0,no_charge
pfkfb3_edge_19_37,19,37,128.05857749600023,3.0,1.0,9.0,17.0,0.0,no_charge
pfkfb3_edge_19_70,19,70,79.95681486000001,2.0,0.0,4.0,4.0,0.0,no_charge
pfkfb3_edge_20_39,20,39,14.999665651999976,1.0,0.0,1.0,2.0,0.0,no_charge
pfkfb3_edge_20_42,20,42,15.977156380000054,0.0,0.0,0.0,0.0,0.0,no_charge
pfkfb3_edge_24_34,24,34,19.00581365200003,2.0,0.0,1.0,2.0,0.0,no_charge
pfkfb3_edge_24_69,24,69,70.938722272,2.0,0.0,2.0,3.0,0.0,no_charge
pfkfb3_edge_24_70,24,70,54.96156589200001,2.0,0.0,2.0,3.0,0.0,no_charge
pfkfb3_edge_26_69,26,69,52.928157587999976,0.0,0.0,1.0,0.0,0.0,no_charge
pfkfb3_edge_26_70,26,70,36.95100120799998,0.0,0.0,1.0,0.0,0.0,no_charge
pfkfb3_edge_29_23,29,23,76.98230133600003,2.0,0.0,4.0,7.0,0.0,no_charge
pfkfb3_edge_29_54,29,54,29.026549096000053,2.0,0.0,2.0,5.0,0.0,no_charge
pfkfb3_edge_29_63,29,63,5.9312688079998,1.0,0.0,1.0,7.0,0.0,no_charge
pfkfb3_edge_29_70,29,70,1.9792645559999755,0.0,0.0,0.0,2.0,0.0,no_charge
pfkfb3_edge_30_56,30,56,61.98263568400006,1.0,0.0,3.0,5.0,0.0,no_charge
pfkfb3_edge_30_70,30,70,48.95100120799998,0.0,0.0,2.0,1.0,0.0,no_charge
pfkfb3_edge_31_19,31,19,31.00581365200003,2.0,0.0,2.0,3.0,0.0,no_charge
pfkfb3_edge_33_23,33,23,24.995248968,0.0,0.0,2.0,1.0,0.0,no_charge
pfkfb3_edge_33_36,33,36,66.99795140000003,3.0,0.0,3.0,8.0,0.0,no_charge
pfkfb3_edge_33_70,33,70,53.96631692400001,2.0,0.0,2.0,4.0,0.0,no_charge
pfkfb3_edge_35_69,35,69,16.96117196800003,0.0,0.0,0.0,1.0,0.0,no_charge
pfkfb3_edge_38_26,38,26,25.98263568400006,2.0,1.0,0.0,2.0,0.0,no_charge
pfkfb3_edge_38_39,38,39,28.03130012800011,2.0,0.0,2.0,6.0,0.0,no_charge
pfkfb3_edge_38_41,38,41,40.94010008799978,1.0,0.0,2.0,4.0,0.0,no_charge
pfkfb3_edge_39_37,39,37,87.10142828800025,1.0,2.0,8.0,17.0,0.0,no_charge
pfkfb3_edge_41_44,41,44,6.071787179999944,2.0,0.0,4.0,4.0,0.0,no_charge
pfkfb3_edge_43_44,43,44,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
pfkfb3_edge_43_48,43,48,47.89994738399997,2.0,0.0,1.0,4.0,0.0,no_charge
pfkfb3_edge_44_68,44,68,6.92754203599992,1.0,1.0,3.0,5.0,0.0,no_charge
pfkfb3_edge_47_20,47,20,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,no_charge
pfkfb3_edge_47_46,47,46,39.95608449999986,1.0,0.0,2.0,3.0,0.0,no_charge
pfkfb3_edge_48_20,48,20,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
pfkfb3_edge_48_47,48,47,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,no_charge
pfkfb3_edge_49_42,49,42,30.97682203200003,1.0,0.0,1.0,2.0,0.0,no_charge
pfkfb3_edge_49_44,49,44,62.89961303599995,1.0,0.0,0.0,2.0,0.0,no_charge
pfkfb3_edge_49_58,49,58,26.999665652000033,1.0,1.0,2.0,3.0,0.0,no_charge
pfkfb3_edge_52_19,52,19,92.98844933600009,3.0,0.0,5.0,8.0,0.0,no_charge
pfkfb3_edge_52_46,52,46,0.9451854679998064,1.0,1.0,1.0,7.0,0.0,no_charge
pfkfb3_edge_52_53,52,53,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
pfkfb3_edge_54_36,54,36,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
pfkfb3_edge_54_70,54,70,27.047284540000078,2.0,0.0,2.0,7.0,0.0,no_charge
pfkfb3_edge_55_23,55,23,95.96812849199995,2.0,0.0,5.0,6.0,0.0,no_charge
pfkfb3_edge_55_63,55,63,13.054558348000114,1.0,0.0,2.0,6.0,0.0,no_charge
pfkfb3_edge_56_69,56,69,2.945521903999918,1.0,0.0,1.0,4.0,0.0,no_charge
pfkfb3_edge_57_70,57,70,34.99714078799997,0.0,0.0,2.0,1.0,0.0,no_charge
pfkfb3_edge_58_60,58,60,28.031300128000055,2.0,0.0,2.0,6.0,0.0,no_charge
pfkfb3_edge_58_63,58,63,15.952004251999824,0.0,0.0,0.0,4.0,0.0,no_charge
pfkfb3_edge_58_68,58,68,28.972405347999995,1.0,0.0,1.0,0.0,0.0,no_charge
pfkfb3_edge_59_35,59,35,4.978930207999952,1.0,0.0,0.0,1.0,0.0,no_charge
pfkfb3_edge_59_47,59,47,29.974179175999893,2.0,1.0,2.0,0.0,0.0,no_charge
pfkfb3_edge_59_52,59,52,9.036719856000161,2.0,0.0,1.0,4.0,0.0,no_charge
pfkfb3_edge_62_31,62,31,36.92584907999981,1.0,0.0,1.0,4.0,0.0,no_charge
pfkfb3_edge_62_70,62,70,12.025152128000173,1.0,0.0,1.0,5.0,0.0,no_charge
pfkfb3_edge_63_36,63,36,9.079630224000198,2.0,0.0,2.0,9.0,0.0,no_charge
pfkfb3_edge_65_20,65,20,26.956755283999996,2.0,1.0,1.0,2.0,0.0,no_charge
pfkfb3_edge_65_34,65,34,38.91250752399992,1.0,0.0,0.0,3.0,0.0,no_charge
pfkfb3_edge_65_63,65,63,0.9952489679998848,0.0,0.0,0.0,1.0,0.0,no_charge
pfkfb3_edge_65_64,65,64,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,no_charge
pfkfb3_edge_65_70,65,70,2.9567552839999394,1.0,0.0,1.0,4.0,0.0,no_charge
pfkfb3_edge_67_56,67,56,4.936019839999915,1.0,0.0,1.0,6.0,0.0,no_charge
pfkfb3_edge_67_57,67,57,17.029486471999974,0.0,0.0,2.0,3.0,0.0,no_charge
pfkfb3_edge_67_64,67,64,15.010899032000111,1.0,0.0,1.0,2.0,0.0,no_charge
pfkfb3_edge_68_53,68,53,10.07487919200014,2.0,0.0,2.0,8.0,0.0,no_charge
pfkfb3_edge_68_70,68,70,16.972405347999995,0.0,0.0,0.0,1.0,0.0,no_charge
pfkfb3_edge_69_23,69,23,94.938722272,2.0,0.0,4.0,5.0,0.0,no_charge
pfkfb3_edge_69_53,69,53,11.070128160000138,2.0,0.0,2.0,7.0,0.0,no_charge
pfkfb3_edge_69_60,69,60,0.05414374800005817,1.0,0.0,1.0,5.0,0.0,no_charge
pde10_edge_0340_0738,0340,0738,27.983681239999953,1.0,0.0,2.0,2.0,0.0,no_charge
pde10_edge_0340_4754,0340,4754,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
pde10_edge_0395_8161,0395,8161,26.015650064000056,1.0,1.0,2.0,4.0,0.0,constant_charge
pde10_edge_1038_0309,1038,0309,12.995248968000055,0.0,0.0,1.0,0.0,0.0,constant_charge
pde10_edge_1038_0848,1038,0848,25.031634476000136,1.0,1.0,2.0,5.0,0.0,constant_charge
pde10_edge_1038_5687,1038,5687,42.033825548090135,2.0,1.0,3.0,7.0,1.0,charge_change
pde10_edge_1038_9211,1038,9211,12.995248968000055,0.0,0.0,1.0,0.0,0.0,constant_charge
pde10_edge_1423_4754,1423,4754,25.940434435999805,2.0,0.0,1.0,6.0,0.0,no_charge
pde10_edge_1801_4147,1801,4147,181.05276384400025,2.0,2.0,14.0,21.0,0.0,no_charge
pde10_edge_1939_3032,1939,3032,4.0701302480002255,4.0,0.0,1.0,10.0,0.0,no_charge
pde10_edge_1939_7846,1939,7846,29.015315716000032,3.0,1.0,2.0,5.0,0.0,no_charge
pde10_edge_2333_0309,2333,0309,14.97451352400003,0.0,0.0,1.0,2.0,0.0,constant_charge
pde10_edge_2333_0848,2333,0848,27.01089903200011,1.0,1.0,2.0,3.0,0.0,constant_charge
pde10_edge_2333_9211,2333,9211,14.97451352400003,0.0,0.0,1.0,2.0,0.0,constant_charge
pde10_edge_2750_5973,2750,5973,20.045058372000142,2.0,1.0,2.0,8.0,0.0,no_charge
pde10_edge_2750_6221,2750,6221,5.970591691999914,2.0,0.0,0.0,4.0,0.0,no_charge
pde10_edge_3032_4096,3032,4096,3.0108990320000544,1.0,0.0,0.0,1.0,0.0,no_charge
pde10_edge_3032_8041,3032,8041,4.0701302480002255,4.0,0.0,1.0,10.0,0.0,no_charge
pde10_edge_3484_2750,3484,2750,62.04438967600015,4.0,1.0,5.0,13.0,0.0,no_charge
pde10_edge_3484_4189,3484,4189,42.99458027200001,1.0,1.0,3.0,4.0,0.0,no_charge
pde10_edge_3806_0340,3806,0340,43.98982923999995,2.0,0.0,3.0,3.0,0.0,no_charge
pde10_edge_3806_1423,3806,1423,4.033744740000088,3.0,0.0,1.0,6.0,0.0,no_charge
pde10_edge_3806_4147,3806,4147,102.03169405200009,6.0,0.0,7.0,13.0,0.0,no_charge
pde10_edge_3806_5973,3806,5973,31.98982923999995,3.0,1.0,2.0,2.0,0.0,no_charge
pde10_edge_3806_6221,3806,6221,58.005479304000005,3.0,0.0,4.0,6.0,0.0,no_charge
pde10_edge_4096_4147,4096,4147,67.98738462799997,1.0,0.0,4.0,3.0,0.0,no_charge
pde10_edge_4147_0395,4147,0395,206.0499040759102,1.0,3.0,16.0,24.0,1.0,charge_change
pde10_edge_4147_2750,4147,2750,49.99680644,1.0,0.0,3.0,3.0,0.0,no_charge
pde10_edge_4147_5973,4147,5973,70.04186481200014,3.0,1.0,5.0,11.0,0.0,no_charge
pde10_edge_4147_7846,4147,7846,40.03130012800011,1.0,1.0,3.0,7.0,0.0,no_charge
pde10_edge_4189_4415,4189,4415,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
pde10_edge_4415_3032,4415,3032,9.94551981599983,3.0,0.0,0.0,7.0,0.0,no_charge
pde10_edge_4754_4147,4754,4147,72.0575148760002,5.0,0.0,5.0,13.0,0.0,no_charge
pde10_edge_5544_3806,5544,3806,47.02588040000006,4.0,0.0,3.0,8.0,0.0,no_charge
pde10_edge_5544_4147,5544,4147,55.00581365200003,2.0,0.0,4.0,5.0,0.0,no_charge
pde10_edge_5644_0309,5644,0309,16.990163588000087,1.0,0.0,1.0,0.0,0.0,constant_charge
pde10_edge_5644_9211,5644,9211,16.990163588000087,1.0,0.0,1.0,0.0,0.0,constant_charge
pde10_edge_5670_9211,5670,9211,15.994914620000145,1.0,0.0,1.0,1.0,0.0,constant_charge
pde10_edge_5687_1056,5687,1056,58.01098192809013,2.0,1.0,3.0,7.0,1.0,charge_change
pde10_edge_5687_1801,5687,1801,2.015650064000056,2.0,0.0,0.0,2.0,0.0,no_charge
pde10_edge_5687_4147,5687,4147,183.0684139080003,4.0,2.0,14.0,23.0,0.0,no_charge
pde10_edge_5687_8161,5687,8161,3.0341598960901592,2.0,0.0,0.0,3.0,1.0,charge_change
pde10_edge_5973_4096,5973,4096,2.0544801840001696,2.0,1.0,1.0,8.0,0.0,no_charge
pde10_edge_5973_4754,5973,4754,2.015650064000056,2.0,1.0,0.0,2.0,0.0,no_charge
pde10_edge_6694_4147,6694,4147,76.01245650400006,1.0,1.0,5.0,7.0,0.0,no_charge
pde10_edge_7395_0738,7395,0738,58.005479304000005,3.0,0.0,4.0,6.0,0.0,no_charge
pde10_edge_7395_1939,7395,1939,74.98440951199996,4.0,0.0,5.0,6.0,0.0,no_charge
pde10_edge_7395_3484,7395,3484,31.98982923999995,3.0,1.0,2.0,2.0,0.0,no_charge
pde10_edge_8041_0738,8041,0738,16.97893020799995,1.0,0.0,1.0,0.0,0.0,no_charge
pde10_edge_8041_1939,8041,1939,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
pde10_edge_8041_4147,8041,4147,69.04661584400014,4.0,0.0,5.0,12.0,0.0,no_charge
pde10_edge_8041_4415,8041,4415,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
pde10_edge_8414_1038,8414,1038,25.031634476000136,1.0,1.0,2.0,5.0,0.0,constant_charge
pde10_edge_8414_1056,8414,1056,9.054478096000139,1.0,1.0,2.0,5.0,0.0,constant_charge
pde10_edge_8414_2333,8414,2333,27.01089903200011,1.0,1.0,2.0,3.0,0.0,constant_charge
pde10_edge_8414_5644,8414,5644,29.026549096000167,0.0,1.0,2.0,5.0,0.0,constant_charge
pde10_edge_9211_0848,9211,0848,12.03638550800008,1.0,1.0,1.0,5.0,0.0,constant_charge
pde10_edge_9211_1056,9211,1056,2.9819074119999414,0.0,0.0,1.0,0.0,0.0,constant_charge
pde10_edge_9211_9237,9211,9237,12.0,0.0,0.0,1.0,1.0,0.0,constant_charge
shp2_edge_10_E30,10,E30,16.006148000000053,1.0,0.0,1.0,1.0,0.0,constant_charge
shp2_edge_11_4,11,4,14.015650064000056,1.0,0.0,1.0,3.0,0.0,charge_to_dummy
shp2_edge_11_7,11,7,0.0,0.0,0.0,0.0,0.0,0.0,charge_to_dummy
shp2_edge_11_E25,11,E25,10.979598903999943,1.0,0.0,1.0,2.0,0.0,charge_move
shp2_edge_11_E6,11,E6,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,constant_charge
shp2_edge_3_E3,3,E3,5.956420935999461,0.0,0.0,1.0,3.0,0.0,charge_move
shp2_edge_3_E9,3,E9,33.96102764799997,0.0,0.0,1.0,0.0,0.0,charge_move
shp2_edge_4_E27,4,E27,0.0,0.0,0.0,0.0,0.0,0.0,constant_charge
shp2_edge_4_E5,4,E5,30.01056468400003,2.0,0.0,2.0,4.0,0.0,charge_move
shp2_edge_4_SHP836-2,4,SHP836-2,0.0,0.0,0.0,0.0,0.0,0.0,constant_charge
shp2_edge_7_10,7,10,29.02654909600011,2.0,0.0,2.0,5.0,0.0,constant_charge
shp2_edge_E14_6,E14,6,0.0,1.0,0.0,0.0,0.0,0.0,charge_to_dummy
shp2_edge_E14_7,E14,7,28.03130012800011,1.0,0.0,2.0,6.0,0.0,charge_to_dummy
shp2_edge_E1_6,E1,6,14.015650064000056,1.0,0.0,1.0,3.0,0.0,charge_to_dummy
shp2_edge_E1_7,E1,7,14.015650064000056,1.0,0.0,1.0,3.0,0.0,charge_to_dummy
shp2_edge_E1_E24,E1,E24,14.015650064000056,1.0,0.0,1.0,3.0,0.0,constant_charge
shp2_edge_E1_E3,E1,E3,28.00460671200051,0.0,0.0,2.0,3.0,0.0,constant_charge
shp2_edge_E1_E4,E1,E4,47.94998429600042,1.0,0.0,2.0,0.0,0.0,constant_charge
shp2_edge_E22_7,E22,7,63.89486200399995,1.0,0.0,0.0,3.0,0.0,charge_to_dummy
shp2_edge_E22_E23,E22,E23,43.94948442000003,0.0,0.0,0.0,0.0,0.0,constant_charge
shp2_edge_E24_E23,E24,E23,19.945377583999914,1.0,0.0,0.0,3.0,0.0,constant_charge
shp2_edge_E24_E28,E24,E28,42.92680632799994,1.0,1.0,0.0,1.0,0.0,constant_charge
