,ligand,target,DG_Exp.,dDG_Exp.,DG_OpenFF-1.0,DG_OpenFF-1.0_converged,DG_OpenFF-1.2,DG_OpenFF-1.2_converged,DG_OpenFF-2.0,DG_OpenFF-2.0_converged,DG_OPLS3e,DG_GAFF2,DG_cGenFF,DG_Consensus_OpenFF_GAFF2_cGenFF,DG_Consensus_OpenFF_GAFF2,DG_Consensus_all,dDG_OpenFF-1.0,dDG_OpenFF-1.0_converged,dDG_OpenFF-1.2,dDG_OpenFF-1.2_converged,dDG_OpenFF-2.0,dDG_OpenFF-2.0_converged,dDG_OPLS3e,dDG_GAFF2,dDG_cGenFF,dDG_Consensus_OpenFF_GAFF2_cGenFF,dDG_Consensus_OpenFF_GAFF2,dDG_Consensus_all
pfkfb3_lig_24,24,pfkfb3,-8.92,0.0,-7.75376778475274,-7.774189376797528,-7.077239305181279,-7.170567909364598,-7.628399318921757,-7.585986266093582,-10.198024858404471,-7.557225926423317,-10.466707609819396,-8.543592105003183,-7.641666688422886,-9.042123058666059,0.33175254608375787,0.46311278855061183,0.1654157143484749,0.1715181659092824,0.19794338386727156,0.2084394272201291,0.10366047257777586,0.17092937940492606,0.17297241745735514,0.41232721562649166,0.15416898368188864,0.08952363341367667
pfkfb3_lig_34,34,pfkfb3,-10.03,0.0,-8.71376166885569,-8.720044577501957,-9.020532896479859,-9.130746892152985,-8.980056983301472,-8.957216836941967,-10.93769839467461,-8.303321068057361,-9.949177016399124,-9.176938024920522,-8.782370479900665,-9.568885408850628,0.5701295780003449,0.6179747736968232,0.30812746790994344,0.31058074029424315,0.2929897758544427,0.3050138686329594,0.13199260598606222,0.277343794544271,0.1893311936147537,0.38296609912669066,0.16634457698189734,0.12375743353356969
pfkfb3_lig_69,69,pfkfb3,-10.78,0.0,-10.964749756650574,-10.960843099214737,-11.563612206371808,-11.630985555332138,-11.043753636484471,-11.0272203608494,-11.716764808922921,-10.490387024850989,-11.83470851363393,-11.20008913139128,-11.06309108845199,-11.275839259262519,0.19879662824200256,0.22430506085992374,0.15291204471970396,0.1548775974518623,0.17065734972407942,0.18420682014603565,0.057249922492207846,0.2113808844529015,0.1294211850615934,0.27964498830680407,0.17733590176394287,0.08549151154597952
pfkfb3_lig_26,26,pfkfb3,-9.23,0.0,-7.145710743345505,-7.103639513368477,-6.430864103449214,-6.539848387990827,-8.182862061238177,-8.245044307284351,-9.511035046303261,-7.804185082933993,-9.757184223473939,-8.37495369313317,-8.018648837161445,-8.78104171125263,0.3079310630187796,0.31244305753014445,0.1897933670947086,0.19326396717890737,0.22355225199552073,0.22960919825807088,0.0942243993543982,0.408865681947832,0.3605196595022161,0.3137511234064942,0.24912413626311566,0.1579638428679433
pfkfb3_lig_29,29,pfkfb3,-9.71,0.0,-8.036636495420993,-8.048579776973314,-8.339023289528328,-8.329617465207114,-9.441443118894227,-9.254905985717059,-9.933069552520573,-8.737963401150846,-10.353618385837764,-9.71567557296513,-9.029432477650683,-9.657343145677894,0.23521075396537686,0.2790305572236591,0.19633989901310267,0.22276632072728889,0.25272708882650274,0.2896145460145254,0.07019896053449141,0.17112443875973316,0.1715564976306459,0.39656390050762197,0.24130049857662186,0.10432368563688482
pfkfb3_lig_23,23,pfkfb3,-7.96,0.0,-7.324680666414217,-7.333424169116911,-6.44899396494275,-6.515934035653808,-7.907155316619546,-7.871807091601486,-9.04112965864637,-7.180475591584283,-11.03642628669752,-8.550557410253898,-7.202908211482046,-8.864068278943062,0.32829974193417977,0.34246244468727666,0.2232004386385549,0.22646373958764593,0.1563488393709766,0.1779513201327859,0.07182069122036067,0.18686365765373938,0.13818167040411683,0.5212574760246955,0.21562124901307683,0.09404709731227831
pfkfb3_lig_54,54,pfkfb3,-8.23,0.0,-7.248509024916455,-7.229206729888159,-7.577085296695959,-7.592330516119014,-8.177728297708896,-8.071322758678136,-7.728120625492828,-7.973294357096089,-9.2893692631334,-8.517761429999187,-8.010428661002026,-8.271878873325099,0.38796289546871526,0.44479762984384236,0.2189878837045043,0.4837412444640697,0.25021379766390417,0.27908613765641277,0.07929382733596792,0.3698442639670177,0.2746591047670956,0.3647753544930585,0.4086152681506308,0.14657888354675283
pfkfb3_lig_63,63,pfkfb3,-8.61,0.0,-9.343115053621839,-9.331955996705142,-9.146129242615379,-9.274625490658986,-8.967635700184603,-8.959898108087668,-7.916434965737095,-8.972579144933661,-7.231585652077597,-8.7259203891872,-9.131889076777883,-8.30330312176179,0.1938591488445028,0.22729771125254986,0.1342334477473167,0.14496737323622744,0.16254846148600463,0.18571081861280253,0.04993501813942728,0.1875824737011477,0.16154303380120133,0.33152505732064774,0.20446952711887215,0.08726888183823242
pfkfb3_lig_30,30,pfkfb3,-9.26,0.0,-10.558826277689388,,-10.613278948175152,,-11.42560305585911,,-9.650136352383099,-9.079133450756652,-10.996586998809336,-10.266065208658427,-9.687886846713969,-10.400551557010244,0.6226368181940783,,0.9908386778192805,,0.8169610352463391,,0.15065522119023358,0.4560007683458741,0.2234382730760061,0.514430267224122,0.5598852271296663,0.27124559760919614
pfkfb3_lig_56,56,pfkfb3,-10.63,0.0,-10.259802695541271,-10.22075658515188,-11.180832788089582,-11.267417859067809,-11.728694407545188,-11.72775459854625,-11.932256437779925,-11.494865051994225,-11.598776537019951,-11.784079879105091,-11.86635957485401,-11.600693505497091,0.2964380372976484,0.3209651289703976,0.2391155561257126,0.24609975487376928,0.3317213241422442,0.34468177024416913,0.08253835444216658,0.4294322968740993,0.16180574622145488,0.3595620528343551,0.29213672088605697,0.16455862601939023
pfkfb3_lig_31,31,pfkfb3,-9.34,0.0,-6.901952651197978,-6.6207022103513395,-8.071912111558358,-8.20233051611902,-9.86931782183653,-9.90355936359341,-11.114111759547914,-8.848942574556592,-10.988379861157256,-9.774985240783833,-8.974407093279641,-9.939822582319827,0.5291230427866203,0.599671851703019,0.4344864124798051,0.4502687407433226,0.2764374748078064,0.2931358170861779,0.12508015341105125,0.3607103828250203,0.3723778838169782,1.1707223599988597,0.3511212114465458,0.16360259648197967
pfkfb3_lig_33,33,pfkfb3,-8.66,0.0,-7.097291917763428,-7.131158169026903,-7.932570785603338,-8.025370294275765,-9.186974810244978,-9.127313780902913,-10.604267796435307,-8.15666920147315,-11.154452336167635,-9.508893424062006,-8.494995233597452,-9.835384985730306,0.2232241263662232,0.2712440535439505,0.14261922082045117,0.1515234308842187,0.14789133533615903,0.16946982632125504,0.08155633799603919,0.22184887326033942,0.14286076723203495,0.5394056756660944,0.2036637880141865,0.09074245760745418
pfkfb3_lig_36,36,pfkfb3,-7.49,0.0,-6.739936854024601,-7.017824835693553,-7.945709743780405,,-8.943382081105707,,-8.387939466639532,-8.090486251194264,-9.362898746651819,-8.976761939717123,-8.724157915589357,-8.667327397392391,0.4876067845235766,0.7080707889681075,0.31135152519426096,,0.3449070884047444,,0.13128439588304358,0.535479253233054,0.3817527894993746,0.925337928430712,1.0501031443747146,0.20588995312741754
pfkfb3_lig_35,35,pfkfb3,-10.2,0.0,-9.082053429280379,-9.122536166809805,-9.344743476628135,-9.428247613439188,-10.294544055307659,-10.277590554321286,-10.944926071381786,-10.145082289908409,-10.476391134757232,-10.073569559341767,-10.132178547649406,-10.463300577762217,0.2624550623569444,0.276130720011273,0.22117118446877615,0.22291051519951532,0.21424680151399766,0.22366999983074232,0.07227360092847582,0.27786435033681467,0.16333701219266675,0.3084556568092593,0.18974152636119265,0.1059624168749248
pfkfb3_lig_38,38,pfkfb3,-8.81,0.0,-9.559695260830154,-9.107879023822635,-10.41516293876948,-10.900450943847831,-8.31310348036798,-9.798377640617645,-7.670244002289477,-9.542713136649661,-6.851788924887916,-8.774886457404397,-9.547092547567384,-8.171804616527098,0.3136599387306075,0.4328658487496625,0.25403905496582757,0.2993357341836766,0.35147551313966074,0.7579602224827799,0.08185324823638168,0.3173334877140401,0.33735244908201273,0.32785248906682807,0.2576608681679558,0.15512732762799075
pfkfb3_lig_41,41,pfkfb3,-7.43,0.0,-9.055178432835072,-7.627879023822622,-9.977285186501712,,-8.171306503327212,-9.661710973950958,-8.21208707538467,-9.427798700223107,-7.379823184990483,-9.037093152857663,-9.622414642063896,-8.440643967941787,0.3848657781364171,0.6520006327300628,0.3347241784705397,,0.3895904617090623,0.7929973424218724,0.07248176338957878,0.3124291872277713,0.3661139586709969,0.3977932279952965,0.27527011377196614,0.17038825520672962
pfkfb3_lig_44,44,pfkfb3,-10.01,0.0,-8.206813319109411,-8.570055071797764,-8.025370265131468,-7.960917694579163,-7.135036770475937,-7.5393412736644585,-8.381779428223174,-7.939875272558209,-7.602764572116324,-7.44014528157663,-7.558551784852972,-7.976650552390685,0.3341365147222109,0.5188553796288413,0.1954102286494539,0.23274196933537267,0.3388757467422704,0.846373311043345,0.05077576979792262,0.29262308110143687,0.23417055833479025,0.4307085559019349,0.3674026658305798,0.15245904648723652
pfkfb3_lig_43,43,pfkfb3,-8.05,0.0,-10.536081391088274,-10.842827091064487,-9.716287272592282,-9.820030967920909,-8.951788800638989,-9.27267460699778,-8.664494308315266,-10.474596371218041,-8.413171515427024,-9.18318708550319,-10.05924526420924,-9.286820523266606,0.3550638021795545,0.4841533524907811,0.540063469544435,0.5414343011356896,0.4410670158046178,0.7382825977576609,0.06185808718401202,0.3134377540730381,0.2829437770787623,0.4731941211875701,0.3986628486223821,0.17539792804250706
pfkfb3_lig_48,48,pfkfb3,-8.06,0.0,-8.720882123229199,-8.931445452296552,-7.458567806991835,-7.770647550909925,-6.784411268708618,-6.889341273664424,-6.548189561773946,-8.246782082215262,-6.742951530895232,-6.358179532548855,-7.037297100300154,-7.000952564534636,0.27948893596612207,0.3822003103612341,0.3161183305336633,0.3298490125695137,0.29548946967799916,0.36169226505662433,0.05913992319204715,0.3634170636789919,0.3345013685060341,0.3168461150986104,0.21632970118312098,0.16354363956740914
pfkfb3_lig_68,68,pfkfb3,-9.84,0.0,-11.858505916590769,-11.88780007452383,-12.452178155866676,-12.552670058400272,-11.207489929720563,-11.115366300034099,-11.39994163463331,-10.576776531676536,-9.262021239061497,-10.754792398151363,-10.97522363992602,-10.854984653405971,0.19638293588373337,0.26379160097873483,0.1282881768868149,0.14981277189983053,0.17910105250438346,0.21638677243359422,0.053842374221607404,0.24751780628598238,0.24227354021018807,0.40906970178663904,0.25136956696666185,0.1166002710216242
pfkfb3_lig_47,47,pfkfb3,-8.39,0.0,-8.200319665751115,-8.493679210268638,-5.568250917892786,-5.88137403890212,-5.921496100187635,-5.95447130789887,-5.784840280927616,-6.9987671311811495,-7.154470936992202,-6.0721309012611595,-5.926200223032732,-6.347236825610093,0.2501160318361062,0.3651051907630378,0.23992779094268948,0.26001602191656753,0.3075672173988622,0.3426414834833645,0.05936656065740981,0.3541984926906576,0.26494951001568284,0.38446523401609356,0.23091705165251622,0.14604301477012135
pfkfb3_lig_46,46,pfkfb3,-7.91,0.0,-8.372737066145923,-8.733679210268638,-5.977832691474977,-6.0995608889630235,-6.289860180938762,-6.293339705805097,-5.996315100858158,-7.556051125419141,-7.9461788532363595,-6.654551759232676,-6.383152074200378,-6.826536945783468,0.2560031245546784,0.39125937844971787,0.3754105746646302,0.3876696501912718,0.3351996796265155,0.36395482913926974,0.06971392813293432,0.37558722903553343,0.26862233133491753,0.41276752836850616,0.2971867408326717,0.1537727604013425
pfkfb3_lig_49,49,pfkfb3,-7.98,0.0,-7.291096431987795,-7.3691896867380065,-7.239304747165328,-7.1275843612458285,-6.489620560796448,-5.986502566901652,-6.3900640703369955,-6.395178835549307,-5.4248684882361395,-5.773703123821749,-6.1124389531480965,-6.07636682598407,0.46048891989242585,0.4966522197900313,0.24964838107286091,0.29517328214358907,0.35011917496621847,0.49755853038320486,0.05604677188630075,0.3126822932030734,0.23226837702918798,0.3508336136179666,0.35909937671299147,0.1497442040325199
pfkfb3_lig_58,58,pfkfb3,-9.19,0.0,-10.232901554369327,-10.223272532905126,-10.486013933655585,-10.600929312635685,-9.878606358337858,-9.789835900234976,-8.38796020533735,-9.812796868918186,-7.806460577720432,-9.18985098998901,-9.442801344450881,-8.893119111643829,0.1967098797515567,0.22716829848954462,0.1339467049007018,0.14373533601876476,0.1682903551549276,0.20041533142643977,0.05060707976834314,0.20068331607857776,0.19586247974064253,0.3345521785764996,0.23640251338320983,0.097776899082901
pfkfb3_lig_52,52,pfkfb3,-10.46,0.0,-8.255879692967785,-8.176943548323665,-8.793570769625857,-8.69926188758204,-9.490091551269334,-9.369271321430844,-9.087789920788701,-10.025821878223685,-8.39061912286677,-8.902387425541713,-9.393401094082192,-9.0994176273088,0.25874249307990255,0.5662477924357014,0.3236585049721206,0.364442140327654,0.3003085774702427,0.3342595214468068,0.06396760086762811,0.2786882153414393,0.24017529399128346,0.44885820443389024,0.31391851892136713,0.14482091709842784
pfkfb3_lig_53,53,pfkfb3,-7.04,0.0,-7.336117964350716,-7.3285261143168645,-7.94069246710976,-7.4850540408485875,-7.944864383098261,-7.85055369418274,-7.8082891217599375,-8.70111287489214,-7.580265974784326,-8.328685075675281,-9.311731097610695,-7.909458672545249,0.277527206216244,0.5709493044152284,0.2758875690912577,0.40307483007857753,0.31759952830214594,0.35638533636117387,0.06647368739292166,0.32702725038478253,0.15809776762598618,0.4656748990730349,0.31882831415442103,0.13714395772777713
pfkfb3_lig_55,55,pfkfb3,-10.7,0.0,-10.953109167362095,-10.948816342489353,-11.01860198492571,-11.08843790510868,-11.889092937992835,-11.87614502566856,-12.426656041168052,-12.035847934089244,-11.625034687311397,-12.101491317467984,-12.122598525507026,-12.005666866125575,0.3997996273120419,0.41611711126528755,0.26416031974101284,0.2668384152306027,0.16703826899323226,0.18857957951189422,0.08821801781106998,0.22663888072591468,0.34009185310321466,0.3897100568432651,0.31507335332041747,0.12020861998302575
pfkfb3_lig_57,57,pfkfb3,-10.54,0.0,-9.225462666664278,-9.239849854434345,-10.06731361867138,-10.161511763691353,-9.994489400656404,-9.936226913447,-11.218786673702219,-9.87585153045207,-11.158859464846799,-10.619562962037525,-9.857786198554072,-10.625415312192933,0.250566726158404,0.29225830823210874,0.2328484002902307,0.234994107560372,0.14747648500144894,0.16735167906267348,0.06043983426712469,0.1843317855143489,0.14319853825644113,0.4988227122395302,0.3470484414111633,0.07826655771874652
pfkfb3_lig_60,60,pfkfb3,-8.19,0.0,-8.562033869052577,-8.555790858238803,-9.439221709200837,-9.536073209490706,-9.129135621274516,-9.04913969483276,-7.813529862628159,-8.380468073131459,-8.947803695665618,-8.90825867622578,-9.059762209017485,-8.514661665578387,0.23188740862686832,0.25204021699709583,0.15566066464849226,0.16064585046739338,0.18653853086501518,0.21306369840483527,0.1221876418031654,0.2880805749637756,0.21386321796350444,0.39808230346800694,0.23482436215354455,0.1175190826353754
pfkfb3_lig_59,59,pfkfb3,-8.17,0.0,-8.914058834574556,-9.002301600132677,-9.356534706666142,-9.453559131401578,-9.085032264452717,-9.059101965078467,-6.707912536868513,-8.258506006624849,-6.9901176329734875,-7.594882830402463,-7.858916134965177,-7.780855307443085,0.292712807480816,0.3090041722332484,0.24801478030381127,0.25267564841606754,0.3552546364379404,0.35942311593041254,0.07738564230232027,0.31725522454700844,0.273134730105241,0.3327908836510156,0.1965551256671215,0.1511905174808266
pfkfb3_lig_62,62,pfkfb3,-7.74,0.0,-9.431992007906894,-9.277368877018004,-9.042755450651432,-9.148997182785694,-9.139761710570003,-9.150226030260079,-6.277895669221902,-8.316019953686844,-5.453929590494305,-7.790386687805254,-8.510867958575892,-7.259607253641229,0.4273451515910627,0.47461322573598164,0.25540354509313745,0.2632649870293126,0.24651785018697714,0.2608179396366989,0.05664205113578997,0.28901468503698396,0.3506609635240396,0.9490256994995608,0.27756342337797957,0.13758223662036043
pfkfb3_lig_65,65,pfkfb3,-9.55,0.0,-9.579034214277538,-9.567896222997993,-9.303042846482999,-9.428304622835734,-8.599679868129854,-8.584552489837733,-9.07637312541501,-8.461319382169703,-8.735950847790239,-8.67935610899157,-8.707995578398876,-8.764809008186273,0.1968669154492778,0.23391653588973216,0.13683754427028627,0.14313170608139741,0.17972170850265043,0.1928800084399113,0.05127820500713903,0.18937727569168758,0.16157528739908575,0.2820180305933862,0.16710781735459918,0.08247973281047725
pfkfb3_lig_64,64,pfkfb3,-9.48,0.0,-9.114152888066526,-9.104025871810325,-9.572990902087444,-9.693826666897651,-8.810864587160106,-8.78687110315352,-8.931807903533942,-8.492749156031996,-8.078519050253979,-8.535972424969561,-9.156065276191466,-8.580214480246667,0.2163175988326422,0.24989632621483984,0.15327661289071395,0.15878233352019133,0.34731624457232957,0.3534769106531345,0.10905258461619369,0.3689845084007745,0.235367272711902,0.3820566033132269,0.1797341762469052,0.14857931140747324
pfkfb3_lig_67,67,pfkfb3,-10.31,0.0,-12.156726506333898,-12.153615718744232,-12.270831952472204,-12.379057796500053,-10.877605787948482,-10.85286085571926,-10.552999046719998,-10.687691635251198,-9.437454382671412,-10.447032409687775,-10.77921881775994,-10.435584433046916,0.258412773414876,0.2854351710806607,0.1843257901805125,0.18904211864380696,0.3410731452946542,0.34733378702697953,0.08811286345450628,0.2741549664878587,0.2585206976863152,0.3783293897894166,0.29736339446895593,0.14728116571254746
pde10_lig_0340,0340,pde10,-9.35,0.23,-7.661001875012273,,,,-6.952890386329615,,-6.410119835675954,-8.051964536504817,-6.732391470850366,-7.772941814851018,-8.34936715922316,-6.938215974441771,0.30509295727256547,,,,0.37041877989172306,,0.12956794439308375,0.4555409227599357,0.4219337585060194,0.6193671003741378,0.3862271854851941,0.21334107225044735
pde10_lig_0738,0738,pde10,-9.6,0.0,-8.852741841133907,,,,-8.40587125703841,,-8.035409107775164,-9.19677520254979,-10.430529263920556,-9.7600954888162,-6.959456945108648,-8.956732234338402,0.3034963107806958,,,,0.5065215159534854,,0.1319682606610977,0.6639598808298156,0.49768543426164086,0.9210942035857714,0.4283271260862956,0.27505160796239886
pde10_lig_4754,4754,pde10,-9.64,0.0,-8.533095092370745,,,,-7.483725815636771,,-7.083630521888313,-8.438847710273414,-8.862144306441968,-8.358843743483307,-8.577994747154557,-7.888903187318811,0.26584291150708966,,,,0.33175587967223624,,0.11902540463349415,0.41590628601840435,0.3246857058907171,0.5572319271822347,0.356604972308896,0.18897652743030158
pde10_lig_0395,0395,pde10,-9.64,0.0,-7.623471645761593,,,,-6.960613198594964,,-10.395138964456338,-11.963497998631759,-11.133779366071387,-10.145901365587479,-10.35063420352003,-9.493539042969045,1.1183360822281798,,,,0.999140039866518,,0.2751397123164686,1.0002163333456513,0.6888424101588223,0.8632000214857132,1.2856822965973225,0.4702302752994656
pde10_lig_8161,8161,pde10,-11.76,0.0,-9.890289988916715,,,,-10.712676458028513,,-12.360378552740821,-10.621528698711604,-10.411885437650545,-10.680731954937041,-10.653540034277292,-11.057327083920786,0.6698239805388939,,,,1.0918511637302237,,0.21009096057386303,0.6198266290952265,0.46982456897687785,0.899678564793562,1.2909759740583204,0.40378830262373605
pde10_lig_1038,1038,pde10,-10.8,0.0,-12.849121476164942,,,,-14.157975614017742,,-14.363383011794118,-11.528436875150355,-8.771309126454897,-11.29028033099494,-12.184107238142584,-12.470819660737561,0.3789778293581352,,,,0.5916900472333441,,0.17372371505860168,0.664159940792229,0.45770815051051333,0.9893046768117889,0.7567758361415771,0.3020350312878983
pde10_lig_0309,0309,pde10,-8.88,0.0,-11.744476561717496,,,,-12.667292644221824,,-12.406721021718525,-12.114787614157764,-9.361791502484673,-10.745586629480485,-11.840450058045823,-11.649493391858094,0.4969566983516301,,,,0.6284509127843614,,0.20717882536558535,0.8951522852084446,0.527170544641578,1.1861744562744827,0.8708699203418023,0.35663829474383807
pde10_lig_0848,0848,pde10,-9.18,0.0,-9.73648455824483,,,,-8.998370459041304,,-11.474751876067398,-9.851859023432556,-8.714712454969332,-9.748491600331707,-9.626989110092724,-9.927186696011772,0.6578406386746423,,,,0.6221865396820514,,0.2737861737869723,0.9769871651715535,0.5466232337879809,1.3418492622932023,1.3764049346514424,0.3719843623718254
pde10_lig_5687,5687,pde10,-11.12,0.0,-10.62011470870072,,,,-12.424428657094442,,-14.186515974158448,-11.065902473399117,-11.001176315966843,-11.360250079072268,-11.365143336800916,-12.286017544258257,0.28477689181342963,,,,0.4830105717961774,,0.13849218788884987,0.5129593231905267,0.433312409538821,0.812030319571664,0.44716568925466343,0.2554594969596188
pde10_lig_9211,9211,pde10,-7.67,0.0,-10.096931238543444,,,,-10.784346970138321,,-8.77663026503207,-9.175998447816232,-10.629407315827395,-9.886277969856081,-8.823901088978463,-9.81897065855575,0.42629046614782956,,,,0.5436462911620914,,0.19283857906835072,0.6650754136954472,0.5037848784438089,0.941746961438368,0.7405017287368567,0.30155653268733784
pde10_lig_1423,1423,pde10,-8.96,0.04,-8.281960233872343,,,,-7.412835839546967,,-6.3656915789662145,-9.15156508001942,-9.326917402595067,-8.97702788101211,-9.147734401097845,-8.036689671561177,0.3860637881017529,,,,0.5244239831547662,,0.13367347874285007,0.8871723518901913,0.5301891416608561,0.7649824787455097,0.9181526991350822,0.33239598280774363
pde10_lig_1801,1801,pde10,-12.55,0.0,-12.984532256291239,,,,-15.964714660934847,,-16.012046978564275,-15.28238396428511,-10.258606348913558,-14.110637659288395,-16.17518419977785,-14.423158195024316,0.6068539453121853,,,,0.4864091268661066,,0.22127373075168597,0.5940136484836713,0.4350121947615594,1.517644787244578,0.5755858277855744,0.2585985146274185
pde10_lig_4147,4147,pde10,-8.2,0.09,-7.057321350677584,,,,-5.959816074220478,,-6.252549326897386,-6.76625389635513,-8.216091447485795,-6.861194553338664,-6.648720192850862,-6.662979510250264,0.19997714956240983,,,,0.313544470072949,,0.09447934016915237,0.3609966149698011,0.2934197506327392,0.5258914831498929,0.3338467413756131,0.1703225491006009
pde10_lig_1939,1939,pde10,-9.57,0.0,-8.98085695920874,,,,-7.97359231837017,,-7.2357861950654225,-8.55032042413748,-9.628612198118784,-9.228203472275286,-8.960559007694211,-8.404450843202763,0.2882677129685728,,,,0.36303760154915876,,0.11701052293204019,0.4237085615645229,0.34509857862713966,0.5714625878088881,0.39832661241765294,0.19560051431821418
pde10_lig_3032,3032,pde10,-8.21,0.0,-7.932503377540029,,,,-7.1503445081912185,,-6.317922817404002,-7.625325874316247,-9.140083740976262,-8.07922139444837,-8.035545621918637,-7.53042491216339,0.2342895158518919,,,,0.3558365635308169,,0.10912473667996464,0.41745131541106045,0.3354673038618719,0.5725841943722225,0.39862496051909896,0.18983055376906213
pde10_lig_7846,7846,pde10,-9.87,0.13,-8.007217478506226,,,,-6.8645229276130495,,-7.484167760981402,-8.37114468803657,-8.497924710991208,-7.872264542641641,-7.859469222121949,-7.661894233405101,0.2411392039693642,,,,0.35476577156362216,,0.12338214247200695,0.38373373346523937,0.3168536356412229,0.5588892784710546,0.3514678368001211,0.18363717687253053
pde10_lig_2333,2333,pde10,-10.68,0.0,-11.060885750415867,,,,-13.411386328792025,,-14.67058906772987,-11.89414960077972,-10.437828426954498,-11.91775890242773,-12.128530310366719,-12.942319237989324,0.5161690908856311,,,,0.7362127852446612,,0.22008273848605797,0.7142366232480413,0.5330749420471189,1.1488211890939997,0.8204018035076639,0.36993064271151627
pde10_lig_2750,2750,pde10,-9.94,0.12,-7.949538662284076,,,,-7.178017604827745,,-6.786535932362966,-7.570808648211408,-8.04614049529813,-7.057125119158415,-7.484087040875066,-7.31971640067713,0.2376766156161174,,,,0.3438391907932375,,0.1099812984128862,0.3917389710934024,0.32814562951253773,0.5731460765049756,0.3631158233907383,0.18777219810028367
pde10_lig_5973,5973,pde10,-9.98,0.22,-7.8115218982164025,,,,-6.37252085095598,,-7.407366077369347,-7.573822916733712,-7.232554941707195,-7.005979430340897,-7.455251613383436,-7.007895008737963,0.22567546125217103,,,,0.3445344289832134,,0.10452420935849853,0.38005145723200534,0.3447525376117641,0.5563307911285427,0.34624940486540245,0.18586359548026898
pde10_lig_6221,6221,pde10,-9.4,0.19,-7.4307562659964885,,,,-6.676671026895193,,-6.726870627329271,-7.312471280736455,-7.6989605506162535,-6.497753919665391,-6.6961042023044905,-7.061590192210193,0.33210923523729097,,,,0.3816248856851341,,0.11988962973338568,0.42738693952093637,0.35466259683017776,0.5779879368008466,0.4084886669180395,0.2017466778053514
pde10_lig_4096,4096,pde10,-10.06,0.37,-8.065992281753697,,,,-7.40950649631267,,-6.949281316133523,-8.071146994605163,-8.331811975335194,-7.870631139052304,-8.253908634400595,-7.6297770077409375,0.20663840089925095,,,,0.32568677941222335,,0.10732016383472463,0.39385232762743255,0.3258139312289916,0.5887211999466877,0.37079258234906154,0.18191385061633944
pde10_lig_8041,8041,pde10,-7.52,0.0,-6.985115082753226,,,,-7.0044679329538,,-7.053841312814801,-6.928948451575597,-10.030581635685754,-8.13550513849575,-7.62924160925311,-7.727672234362801,0.2504829164541394,,,,0.36619922508619573,,0.1067922682756753,0.425546243259643,0.3327661820074005,0.5943206338787571,0.40030388243015247,0.19457178225301833
pde10_lig_3484,3484,pde10,-9.76,0.0,-8.630313375365319,,,,-7.974796477598448,,-8.724564737014735,-9.196893555706325,-10.05231429829658,-9.241061952202168,-9.020261483597366,-9.027753566007016,0.3536640357538745,,,,0.5514879047248441,,0.13883070440308296,0.6518586047678961,0.4549322781691847,0.6755433809593188,0.6998798986275923,0.30122068332045226
pde10_lig_4189,4189,pde10,-7.88,0.13,-7.2431041444055575,,,,-6.908205159111806,,-6.841805199469504,-6.947211179289294,-8.385645481257264,-7.422068592691293,-6.893448521499545,-7.192904883976483,0.3226024121931469,,,,0.5435124201936725,,0.14483647912609546,0.43071592616369353,0.6315567621587578,0.7692502393487896,0.6044088295933611,0.26392655680811106
pde10_lig_3806,3806,pde10,-7.59,0.19,-10.565448539841126,,,,-8.463546533920079,,-6.225917680423001,-8.956077543311691,-8.724540485451456,-8.767663046715741,-9.024174412037002,-7.931136616741416,0.24336643349095227,,,,0.3718085469664095,,0.11640921519230232,0.47293166984931423,0.3273907816024134,0.5664195014369107,0.3730377096499304,0.2096283297315285
pde10_lig_4415,4415,pde10,-9.25,0.1,-8.344611247100728,,,,-7.463993213019968,,-7.039911173841432,-7.977157791181088,-9.375501513578275,-8.360539851926395,-8.390161305391928,-7.948937492574675,0.26473613619833525,,,,0.36414686779974237,,0.11458903666615584,0.4215233070726999,0.3420443956152482,0.5794857277149831,0.40716744395385746,0.19227507928871157
pde10_lig_5544,5544,pde10,-9.71,0.15,-11.411318451614243,,,,-9.56636229996317,,-7.07529341157863,-9.399127328900532,-9.627301591605704,-9.208793986883625,-9.350387350524333,-8.780204308165647,0.3062117696968822,,,,0.3470336129360128,,0.12444591766154085,0.3920903983222203,0.33004387015229875,0.5890163910748013,0.3953925623766117,0.1860363863407461
pde10_lig_5644,5644,pde10,-10.51,0.0,-11.776145191374296,,,,-11.56536152725044,,-13.790028219375143,-10.504147232069007,-12.094389094111511,-11.605746972564791,-10.446745206423152,-11.941653583705639,0.4588668597246289,,,,0.6079226362887213,,0.21088543328165543,0.7429817559127194,0.5094658979437396,1.0207676286984313,0.8652714713282713,0.3259439805739246
pde10_lig_5670,5670,pde10,-9.84,0.0,-12.053597905210111,,,,-12.217680303471623,,-13.16663026503206,-10.095998447816214,-11.239407315827394,-12.11627796985607,-11.738901088978416,-11.657303991889066,0.985439653342604,,,,0.6589565228462475,,0.2667642932727987,1.6450174368419914,1.1079862854472953,1.30987586119195,1.3029401521823982,0.5514311961161128
pde10_lig_1056,1056,pde10,-9.99,0.0,-12.398292732829255,,,,-13.999716937339592,,-12.787036227852676,-12.140338927414234,-12.01447855525358,-12.213452157301319,-11.51905477055907,-12.858855550855113,0.39446112209327944,,,,0.5365949256649902,,0.20100875859045414,0.68730913583996,0.5314739216923459,0.9143529499975904,0.706799594991984,0.2981802599322837
